uid,id,source,rank,game
1680,84,"20. XCOM: The Board Game","20","XCOM: The Board Game"
1681,85,"1. Ivion: The Herocrafting Card Game","1","Ivion: The Herocrafting Card Game"
1682,85,"2. 7 Wonders Duel","2","7 Wonders Duel"
1683,85,"3. Hanamikoji","3","Hanamikoji"
1684,85,"4. Mindbug","4","Mindbug"
1685,85,"5. Arena: Roma II","5","Arena: Roma II"
1686,85,"6. Naga Raja","6","Naga Raja"
1687,85,"7. The Lost Expedition","7","The Lost Expedition"
1688,85,"8. Imperium: Classics","8","Imperium: Classics"
1689,85,"9. Ashes Reborn","9","Ashes Reborn"
1690,85,"10. Canopy","10","Canopy"
1691,85,".",".","."
1692,85,".",".","."
1693,85,".",".","."
1694,85,".",".","."
1695,85,".",".","."
1696,85,".",".","."
1697,85,".",".","."
1698,85,".",".","."
1699,85,".",".","."
1700,85,".",".","."
1701,86,"1. The Castles of Burgundy","1","The Castles of Burgundy"
1702,86,"2. The Quest for El Dorado","2","The Quest for El Dorado"
1703,86,"3. 7 Wonders Duel","3","7 Wonders Duel"
1704,86,"4. Cascadia","4","Cascadia"
1705,86,"5. Splendor Duel","5","Splendor Duel"
1706,86,"6. Calico","6","Calico"
1707,86,"7. Jaipur","7","Jaipur"
1708,86,"8. Royal Visit","8","Royal Visit"
1709,86,"9. Raiders of the North Sea","9","Raiders of the North Sea"
1710,86,"10. Azul","10","Azul"
1711,86,"11. Splendor","11","Splendor"
1712,86,"12. The Quacks of Quedlinburg","12","The Quacks of Quedlinburg"
1713,86,"13. Roam","13","Roam"
1714,86,".",".","."
1715,86,".",".","."
1716,86,".",".","."
1717,86,".",".","."
1718,86,".",".","."
1719,86,".",".","."
1720,86,".",".","."
1721,87,"1. Fallout: Wasteland Warfare","1","Fallout: Wasteland Warfare"
1722,87,"2. Bandada","2","Bandada"
1723,87,"3. Yu-Gi-Oh!","3","Yu-Gi-Oh!"
1724,87,"4. Vs System 2PCG","4","Vs System 2PCG"
1725,87,"5. The Search for Planet X","5","The Search for Planet X"
1726,87,"6. La Granja","6","La Granja"
1727,87,"7. Ark Nova","7","Ark Nova"
1728,87,"8. Doshboardgolf","8","Doshboardgolf"
1729,87,"9. Star Realms","9","Star Realms"
1730,87,"10. Exit: The Game","10","Exit: The Game"
1731,87,"11. Wingspan","11","Wingspan"
1732,87,"12. Brass","12","Brass"
1733,87,"13. Marvel: Crisis Protocol","13","Marvel: Crisis Protocol"
1734,87,"14. Unmatched","14","Unmatched"
1735,87,"15. Encyclopedia","15","Encyclopedia"
1736,87,"16. Gùgōng","16","Gùgōng"
1737,87,"17. Railways of the World","17","Railways of the World"
1738,87,"18. Glen More II: Chronicles","18","Glen More II: Chronicles"
1739,87,"19. Flamme Rouge","19","Flamme Rouge"
1740,87,"20. The Quacks of Quedlinburg","20","The Quacks of Quedlinburg"
1741,88,"1. Android: Netrunner","1","Android: Netrunner"
1742,88,"2. War of the Ring: Second Edition","2","War of the Ring: Second Edition"
1743,88,"3. The Search for Planet X","3","The Search for Planet X"
1744,88,"4. Race for the Galaxy","4","Race for the Galaxy"
1745,88,"5. War Chest","5","War Chest"
1746,88,"6. Res Arcana","6","Res Arcana"
1747,88,"7. Tyrants of the Underdark","7","Tyrants of the Underdark"
1748,88,"8. Five Tribes","8","Five Tribes"
1749,88,"9. Gloomhaven","9","Gloomhaven"
1750,88,"10. The King Is Dead: Second Edition","10","The King Is Dead: Second Edition"
1751,88,"11. Grand Austria Hotel","11","Grand Austria Hotel"
1752,88,"12. Hanamikoji","12","Hanamikoji"
1753,88,"13. Arboretum","13","Arboretum"
1754,88,"14. The Castles of Burgundy","14","The Castles of Burgundy"
1755,88,"15. 7 Wonders Duel","15","7 Wonders Duel"
1756,88,"16. Pandemic Legacy: Season 1","16","Pandemic Legacy: Season 1"
1757,88,"17. Arkham Horror: The Card Game","17","Arkham Horror: The Card Game"
1758,88,"18. Pax Renaissance: 2nd Edition","18","Pax Renaissance: 2nd Edition"
1759,88,"19. TZAAR","19","TZAAR"
1760,88,"20. Magic: The Gathering","20","Magic: The Gathering"
1761,89,"1. So Clover","1","So Clover"
1762,89,"2. The Quacks of Quedlinburg","2","The Quacks of Quedlinburg"
1763,89,"3. Cartographers","3","Cartographers"
1764,89,"4. Welcome To...","4","Welcome To..."
1765,89,"5. Azul","5","Azul"
1766,89,"6. Jaipur","6","Jaipur"
1767,89,"7. Silver & Gold","7","Silver & Gold"
1768,89,"8. Sushi Roll","8","Sushi Roll"
1769,89,"9. The Search for Planet X","9","The Search for Planet X"
1770,89,"10. Dice Throne","10","Dice Throne"
1771,89,"11. Caper: Europe","11","Caper: Europe"
1772,89,"12. Ticket to Ride: London","12","Ticket to Ride: London"
1773,89,"13. Viticulture Essential Edition","13","Viticulture Essential Edition"
1774,89,"14. Dungeons, Dice & Danger","14","Dungeons, Dice & Danger"
1775,89,"15. Project L","15","Project L"
1776,89,"16. Skulls of Sedlec","16","Skulls of Sedlec"
1777,89,"17. FUSE","17","FUSE"
1778,89,"18. Codenames: Duet","18","Codenames: Duet"
1779,89,"19. Point Salad","19","Point Salad"
1780,89,"20. Timeline","20","Timeline"
1781,90,"1. Grand Austria Hotel","1","Grand Austria Hotel"
1782,90,"2. Terraforming Mars: Ares Edition","2","Terraforming Mars: Ares Edition"
1783,90,"3. The Castles of Burgundy","3","The Castles of Burgundy"
1784,90,"4. Woodcraft","4","Woodcraft"
1785,90,"5. Orleans","5","Orleans"
1786,90,"6. Underwater Cities","6","Underwater Cities"
1787,90,"7. Everdell","7","Everdell"
1788,90,"8. Lost Ruins of Arnak","8","Lost Ruins of Arnak"
1789,90,"9. Concordia","9","Concordia"
1790,90,"10. Yokohama","10","Yokohama"
1791,90,"11. Targi","11","Targi"
1792,90,"12. Ark Nova","12","Ark Nova"
1793,90,"13. Wingspan","13","Wingspan"
1794,90,"14. Azul","14","Azul"
1795,90,"15. Splendor","15","Splendor"
1796,90,"16. Agricola","16","Agricola"
1797,90,"17. Clans of Caledonia","17","Clans of Caledonia"
1798,90,"18. Arboretum","18","Arboretum"
1799,90,"19. Jaipur","19","Jaipur"
1800,90,"20. Pandemic","20","Pandemic"
1801,91,"1. Schotten Totten","1","Schotten Totten"
1802,91,"2. The Castles of Burgundy","2","The Castles of Burgundy"
1803,91,"3. Cubitos","3","Cubitos"
1804,91,"4. Crokinole","4","Crokinole"
1805,91,"5. Can't Stop","5","Can't Stop"
1806,91,"6. The Quacks of Quedlinburg","6","The Quacks of Quedlinburg"
1807,91,"7. Space Base","7","Space Base"
1808,91,"8. Res Arcana","8","Res Arcana"
1809,91,"9. Dice Miner","9","Dice Miner"
1810,91,"10. Potion Explosion","10","Potion Explosion"
1811,91,"11. Love Letter","11","Love Letter"
1812,91,"12. Dominion","12","Dominion"
1813,91,"13. It's a Wonderful World","13","It's a Wonderful World"
1814,91,"14. Paladins of the West Kingdom","14","Paladins of the West Kingdom"
1815,91,"15. Wingspan","15","Wingspan"
1816,91,"16. Hadara","16","Hadara"
1817,91,"17. Spots","17","Spots"
1818,91,"18. Lucky Numbers","18","Lucky Numbers"
1819,91,"19. Disney Lorcana","19","Disney Lorcana"
1820,91,"20. Viticulture Essential Edition","20","Viticulture Essential Edition"
1821,92,"1. Dominion","1","Dominion"
1822,92,"2. Legendary: A Marvel Deck Building Game","2","Legendary: A Marvel Deck Building Game"
1823,92,"3. Carpe Diem","3","Carpe Diem"
1824,92,"4. Carcassonne","4","Carcassonne"
1825,92,"5. Fields of Green","5","Fields of Green"
1826,92,"6. Rococo","6","Rococo"
1827,92,"7. San Juan","7","San Juan"
1828,92,"8. Five Tribes","8","Five Tribes"
1829,92,"9. Grand Austria Hotel","9","Grand Austria Hotel"
1830,92,"10. Shakespeare","10","Shakespeare"
1831,92,"11. Star Realms","11","Star Realms"
1832,92,"12. Kingdom Builder","12","Kingdom Builder"
1833,92,"13. Welcome to the Moon","13","Welcome to the Moon"
1834,92,"14. Troyes","14","Troyes"
1835,92,"15. Wingspan","15","Wingspan"
1836,92,"16. Mandala","16","Mandala"
1837,92,"17. Cascadia","17","Cascadia"
1838,92,"18. Battle Line","18","Battle Line"
1839,92,"19. Lost Ruins of Arnak","19","Lost Ruins of Arnak"
1840,92,"20. Concordia","20","Concordia"
1841,93,"1. 51st State: Master Set","1","51st State: Master Set"
1842,93,"2. Cascadia","2","Cascadia"
1843,93,"3. Botanik","3","Botanik"
1844,93,"4. The Castles of Burgundy","4","The Castles of Burgundy"
1845,93,"5. Sagrada","5","Sagrada"
1846,93,"6. Azul","6","Azul"
1847,93,"7. Kohaku","7","Kohaku"
1848,93,"8. Patchwork","8","Patchwork"
1849,93,"9. Skulls of Sedlec","9","Skulls of Sedlec"
1850,93,"10. Forbidden Island","10","Forbidden Island"
1851,93,"11. It's a Wonderful World","11","It's a Wonderful World"
1852,93,"12. Lords of Waterdeep","12","Lords of Waterdeep"
1853,93,"13. Dead of Winter","13","Dead of Winter"
1854,93,"14. Legendary: A Marvel Deck Building Game","14","Legendary: A Marvel Deck Building Game"
1855,93,"15. Conspiracy: Abyss Universe","15","Conspiracy: Abyss Universe"
1856,93,"16. Lost Cities","16","Lost Cities"
1857,93,"17. Tiny Towns","17","Tiny Towns"
1858,93,"18. Everdell","18","Everdell"
1859,93,"19. Draftosaurus","19","Draftosaurus"
1860,93,"20. Spots","20","Spots"
1861,94,"1. Carcassonne","1","Carcassonne"
1862,94,"2. Azul","2","Azul"
1863,94,"3. Ticket to Ride: Nordic Countries","3","Ticket to Ride: Nordic Countries"
1864,94,"4. Cascadia","4","Cascadia"
1865,94,"5. Sagrada","5","Sagrada"
1866,94,"6. Nova Luna","6","Nova Luna"
1867,94,"7. Akropolis","7","Akropolis"
1868,94,"8. Jaipur","8","Jaipur"
1869,94,"9. Kingdomino","9","Kingdomino"
1870,94,"10. Great Plains","10","Great Plains"
1871,94,"11. Draftosaurus","11","Draftosaurus"
1872,94,"12. Archaeology: The New Expedition","12","Archaeology: The New Expedition"
1873,94,"13. Stack'n Stuff: A Patchwork Game","13","Stack'n Stuff: A Patchwork Game"
1874,94,"14. Kohaku","14","Kohaku"
1875,94,"15. Land vs Sea","15","Land vs Sea"
1876,94,"16. Spirits of the Wild","16","Spirits of the Wild"
1877,94,"17. Dead & Breakfast","17","Dead & Breakfast"
1878,94,"18. Adventure Land","18","Adventure Land"
1879,94,"19. Beacon Patrol","19","Beacon Patrol"
1880,94,"20. Gunkimono","20","Gunkimono"
1881,95,"1. Ticket to Ride: Nordic Countries","1","Ticket to Ride: Nordic Countries"
1882,95,"2. Viscounts of the West Kingdom","2","Viscounts of the West Kingdom"
1883,95,"3. MicroMacro: Crime City","3","MicroMacro: Crime City"
1884,95,"4. Ark Nova","4","Ark Nova"
1885,95,"5. Barenpark","5","Barenpark"
1886,95,"6. Sleeping Gods","6","Sleeping Gods"
1887,95,"7. Pandemic","7","Pandemic"
1888,95,"8. Focus","8","Focus"
1889,95,"9. San Juan","9","San Juan"
1890,95,"10. Cascadia","10","Cascadia"
1891,95,"11. Chronicles of Crime","11","Chronicles of Crime"
1892,95,"12. Marco Polo II: In the Service of the Khan","12","Marco Polo II: In the Service of the Khan"
1893,95,"13. Jaipur","13","Jaipur"
1894,95,"14. Lost Cities","14","Lost Cities"
1895,95,"15. Targi","15","Targi"
1896,95,"16. Railroad Ink","16","Railroad Ink"
1897,95,"17. Adventure Land","17","Adventure Land"
1898,95,"18. Codenames: Duet","18","Codenames: Duet"
1899,95,"19. Würfel Bohnanza","19","Würfel Bohnanza"
1900,95,"20. The Crew: Mission Deep Sea","20","The Crew: Mission Deep Sea"
1901,96,"1. Santorini","1","Santorini"
1902,96,"2. Santorini New York","2","Santorini New York"
1903,96,"3. Great Western Trail","3","Great Western Trail"
1904,96,"4. Hive Pocket","4","Hive Pocket"
1905,96,"5. Rum & Bones","5","Rum & Bones"
1906,96,"6. Doomtown: Reloaded","6","Doomtown: Reloaded"
1907,96,"7. Dead Men Tell No Tales","7","Dead Men Tell No Tales"
1908,96,"8. Twilight Struggle","8","Twilight Struggle"
1909,96,"9. Azul","9","Azul"
1910,96,"10. One Small Step","10","One Small Step"
1911,96,"11.Wingspan","11","Wingspan"
1912,96,"12. Trek 12","12","Trek 12"
1913,96,"13. Railroad Ink","13","Railroad Ink"
1914,96,"14. Senet","14","Senet"
1915,96,"15. Can't Stop","15","Can't Stop"
1916,96,"16. Air, Land, & Sea","16","Air, Land, & Sea"
1917,96,"17. Dead Man’s Draw","17","Dead Man’s Draw"
1918,96,"18. Backgammon","18","Backgammon"
1919,96,"19. Hnafatal","19","Hnafatal"
1920,96,"20. Stratego","20","Stratego"
1921,97,"1. The Castles of Burgundy","1","The Castles of Burgundy"
1922,97,"2. Akropolis","2","Akropolis"
1923,97,"3. Targi","3","Targi"
1924,97,"4. Jaipur","4","Jaipur"
1925,97,"5. Nanga Parbat","5","Nanga Parbat"
1926,97,"6. Dead Reckoning","6","Dead Reckoning"
1927,97,"7. Kingdomino","7","Kingdomino"
1928,97,"8. Memoir '44","8","Memoir '44"
1929,97,"9. Azul","9","Azul"
1930,97,"10. Carcassone","10","Carcassone"
1931,97,".",".","."
1932,97,".",".","."
1933,97,".",".","."
1934,97,".",".","."
1935,97,".",".","."
1936,97,".",".","."
1937,97,".",".","."
1938,97,".",".","."
1939,97,".",".","."
1940,97,".",".","."
1941,98,"1. Agricola: All Creatures Big and Small","1","Agricola: All Creatures Big and Small"
1942,98,"2. Clever 4Ever","2","Clever 4Ever"
1943,98,"3. Carcassonne: Over Hill and Dale","3","Carcassonne: Over Hill and Dale"
1944,98,"4. Asante","4","Asante"
1945,98,"5. Istanbul","5","Istanbul"
1946,98,"6. Rajas of the Ganges","6","Rajas of the Ganges"
1947,98,"7. Tiny Towns","7","Tiny Towns"
1948,98,"8. Cascadia","8","Cascadia"
1949,98,"9. Ohanami","9","Ohanami"
1950,98,"10. The Quest for El Dorado","10","The Quest for El Dorado"
1951,98,"11. Fabled Fruit","11","Fabled Fruit"
1952,98,"12. Gingerbread House","12","Gingerbread House"
1953,98,"13. The Quacks of Quedlinburg","13","The Quacks of Quedlinburg"
1954,98,"14. Great Plains","14","Great Plains"
1955,98,"15. Sobek: 2 Players","15","Sobek: 2 Players"
1956,98,"16. ICECOOL","16","ICECOOL"
1957,98,"17. Broom Service","17","Broom Service"
1958,98,"18. boop.","18","boop."
1959,98,"19. MicroMacro: Crime City","19","MicroMacro: Crime City"
1960,98,"20. Regicide","20","Regicide"
1961,99,"1. Ark Nova","1","Ark Nova"
1962,99,"2. Wingspan","2","Wingspan"
1963,99,"3. Fantasy Realms","3","Fantasy Realms"
1964,99,"4. Dorfromantik: The Board Game","4","Dorfromantik: The Board Game"
1965,99,"5. Meadow","5","Meadow"
1966,99,"6. It's a Wonderful World","6","It's a Wonderful World"
1967,99,"7. A Feast for Odin","7","A Feast for Odin"
1968,99,"8. Lost Ruins of Arnak","8","Lost Ruins of Arnak"
1969,99,"9. Paladins of the West Kingdom","9","Paladins of the West Kingdom"
1970,99,"10. Everdell","10","Everdell"
1971,99,"11. Terraforming Mars","11","Terraforming Mars"
1972,99,"12. Trails of Tucana","12","Trails of Tucana"
1973,99,"13. PARKS","13","PARKS"
1974,99,"14. Rajas of the Ganges: The Dice Charmers","14","Rajas of the Ganges: The Dice Charmers"
1975,99,"15. Atiwa","15","Atiwa"
1976,99,"16. Ticket to Ride","16","Ticket to Ride"
1977,99,"17. Planet Unknown","17","Planet Unknown"
1978,99,"18. Teotihuacan: City of Gods","18","Teotihuacan: City of Gods"
1979,99,"19. Bohanza: The Duel","19","Bohanza: The Duel"
1980,99,"20. That's Pretty Clever","20","That's Pretty Clever"
1981,100,"1. Aeon's End","1","Aeon's End"
1982,100,"2. 7 Wonders Duel","2","7 Wonders Duel"
1983,100,"3. Dwellings of Eldervale","3","Dwellings of Eldervale"
1984,100,"4. Wingspan","4","Wingspan"
1985,100,"5. Everdell","5","Everdell"
1986,100,"6. The Castles of Burgundy","6","The Castles of Burgundy"
1987,100,"7. Troyes","7","Troyes"
1988,100,"8. Race for the Galaxy","8","Race for the Galaxy"
1989,100,"9. Viticulture Essential Edition","9","Viticulture Essential Edition"
1990,100,"10. Clans of Caledonia","10","Clans of Caledonia"
1991,100,"11. Hive","11","Hive"
1992,100,"12. Castles of Mad King Ludwig","12","Castles of Mad King Ludwig"
1993,100,"13. Pandemic","13","Pandemic"
1994,100,"14. The Search for Planet X","14","The Search for Planet X"
1995,100,"15. La Granja","15","La Granja"
1996,100,"16. Sleeping Gods","16","Sleeping Gods"
1997,100,"17. The Crew","17","The Crew"
1998,100,"18. Concordia","18","Concordia"
1999,100,"19. Fields of Green","19","Fields of Green"
2000,100,"20. San Juan","20","San Juan"
2001,101,"1. 7 Wonders Duel","1","7 Wonders Duel"
2002,101,"2. Star Realms","2","Star Realms"
2003,101,"3. Dune Imperium","3","Dune Imperium"
2004,101,"4. Agricola","4","Agricola"
2005,101,"5. Aeon's End","5","Aeon's End"
2006,101,"6. Sea Salt & Paper","6","Sea Salt & Paper"
2007,101,"7. Through the Ages","7","Through the Ages"
2008,101,"8. Brass:: Birmingham","8","Brass:: Birmingham"
2009,101,"9. Claim","9","Claim"
2010,101,"10. Azul","10","Azul"
2011,101,"11. Fantasy realm","11","Fantasy realm"
2012,101,"12. Troyes","12","Troyes"
2013,101,"13. Unmatched","13","Unmatched"
2014,101,"14. Carcassonne","14","Carcassonne"
2015,101,"15. Terraforming Mars","15","Terraforming Mars"
2016,101,"16. Air, Land, & Sea","16","Air, Land, & Sea"
2017,101,"17. Codename Duet","17","Codename Duet"
2018,101,"18. Botanik","18","Botanik"
2019,101,"19. Race for the Galaxy","19","Race for the Galaxy"
2020,101,"20. Caper Europe","20","Caper Europe"
2021,102,"1. The Taverns of Tiefenthal","1","The Taverns of Tiefenthal"
2022,102,"2. Lost Ruins of Arnak","2","Lost Ruins of Arnak"
2023,102,"3. Trajan","3","Trajan"
2024,102,"4. The Castles of Burgundy","4","The Castles of Burgundy"
2025,102,"5. Masters of Renaissance","5","Masters of Renaissance"
2026,102,"6. Grand Austria Hotel","6","Grand Austria Hotel"
2027,102,"7. Hallertau","7","Hallertau"
2028,102,"8. Welcome to...","8","Welcome to..."
2029,102,"9. Troyes","9","Troyes"
2030,102,"10. Brass: Birmingham","10","Brass: Birmingham"
2031,102,"11. Tournay","11","Tournay"
2032,102,"12. Jaipur","12","Jaipur"
2033,102,"13. 7 Wonders Duel","13","7 Wonders Duel"
2034,102,".",".","."
2035,102,".",".","."
2036,102,".",".","."
2037,102,".",".","."
2038,102,".",".","."
2039,102,".",".","."
2040,102,".",".","."
2041,103,"10. PARKS","10","PARKS"
2042,103,"9. Res Arcana","9","Res Arcana"
2043,103,"8. My Father's Work","8","My Father's Work"
2044,103,"7. Dice Throne","7","Dice Throne"
2045,103,"6. The Castles of Burgundy","6","The Castles of Burgundy"
2046,103,"5. Dune: Imperium","5","Dune: Imperium"
2047,103,"4. Eldritch","4","Eldritch"
2048,103,"3. Arkham Horror 3rd Edition","3","Arkham Horror 3rd Edition"
2049,103,"2. Dwellings of Eldervale","2","Dwellings of Eldervale"
2050,103,"1. Cthulhu: Death May Die","1","Cthulhu: Death May Die"
2051,103,".",".","."
2052,103,".",".","."
2053,103,".",".","."
2054,103,".",".","."
2055,103,".",".","."
2056,103,".",".","."
2057,103,".",".","."
2058,103,".",".","."
2059,103,".",".","."
2060,103,".",".","."
2061,104,"10. PARKS","10","PARKS"
2062,104,"9. Machina Arcana","9","Machina Arcana"
2063,104,"8. The Castles of Burgundy","8","The Castles of Burgundy"
2064,104,"7. Lost Ruins of Arnak","7","Lost Ruins of Arnak"
2065,104,"6. Dice Throne","6","Dice Throne"
2066,104,"5. Mansions of Madness","5","Mansions of Madness"
2067,104,"4. Arkham Horror 3rd Edition","4","Arkham Horror 3rd Edition"
2068,104,"3. Eldritch Horror","3","Eldritch Horror"
2069,104,"2. Dwellings of Eldervale","2","Dwellings of Eldervale"
2070,104,"1. Cthulhu: Death May Die","1","Cthulhu: Death May Die"
2071,104,".",".","."
2072,104,".",".","."
2073,104,".",".","."
2074,104,".",".","."
2075,104,".",".","."
2076,104,".",".","."
2077,104,".",".","."
2078,104,".",".","."
2079,104,".",".","."
2080,104,".",".","."
2081,105,"1. Brass: Birmingham","1","Brass: Birmingham"
2082,105,"2. Spirit Island","2","Spirit Island"
2083,105,"3. The Gallerist","3","The Gallerist"
2084,105,"4. The Castles of Burgundy","4","The Castles of Burgundy"
2085,105,"5. Star Wars: Rebellion","5","Star Wars: Rebellion"
2086,105,"6. Grand Austria Hotel","6","Grand Austria Hotel"
2087,105,"7. Unlock!","7","Unlock!"
2088,105,"8. Agricola","8","Agricola"
2089,105,"9. Terraforming Mars","9","Terraforming Mars"
2090,105,"10. A Feast for Odin","10","A Feast for Odin"
2091,105,".",".","."
2092,105,".",".","."
2093,105,".",".","."
2094,105,".",".","."
2095,105,".",".","."
2096,105,".",".","."
2097,105,".",".","."
2098,105,".",".","."
2099,105,".",".","."
2100,105,".",".","."
2101,106,"1. Kohaku","1","Kohaku"
2102,106,"2. The Quacks of Quedlinburg","2","The Quacks of Quedlinburg"
2103,106,"3. Welcome to the Moon","3","Welcome to the Moon"
2104,106,"4. PARKS","4","PARKS"
2105,106,"5. Rajas of the Ganges","5","Rajas of the Ganges"
2106,106,"6. Wingspan","6","Wingspan"
2107,106,"7. Meadow","7","Meadow"
2108,106,"8. Silver","8","Silver"
2109,106,"9. Santa Monica","9","Santa Monica"
2110,106,"10. Splendor","10","Splendor"
2111,106,"11. Blob that Ate the City","11","Blob that Ate the City"
2112,106,"12. Passtally","12","Passtally"
2113,106,"13. Sanssouci","13","Sanssouci"
2114,106,"14. Kingdomino","14","Kingdomino"
2115,106,"15. Gingerbread House","15","Gingerbread House"
2116,106,"16. Topiary","16","Topiary"
2117,106,"17. Kariba","17","Kariba"
2118,106,"18. Cat Lady","18","Cat Lady"
2119,106,"19. Cubist","19","Cubist"
2120,106,"20. Tally Ho!","20","Tally Ho!"
2121,107,"1. Cascadia","1","Cascadia"
2122,107,"2. Pandemic Legacy: Season 1 ","2","Pandemic Legacy: Season 1"
2123,107,"3. Pandemic Legacy: Season 0","3","Pandemic Legacy: Season 0"
2124,107,"4. Pandemic Legacy: Season 2","4","Pandemic Legacy: Season 2"
2125,107,"5. Azul","5","Azul"
2126,107,"6. Lost Cities","6","Lost Cities"
2127,107,"7. Pandemic","7","Pandemic"
2128,107,"8. Architects of the West Kingdom","8","Architects of the West Kingdom"
2129,107,"9. Viscounts of the West Kingdom","9","Viscounts of the West Kingdom"
2130,107,"10. Isle of Skye: From Chieftain to King","10","Isle of Skye: From Chieftain to King"
2131,107,"11. Rajas of the Ganges","11","Rajas of the Ganges"
2132,107,"12. Raiders of the North Sea","12","Raiders of the North Sea"
2133,107,"13. The Fox in the Forest Duet","13","The Fox in the Forest Duet"
2134,107,"14. Dominion","14","Dominion"
2135,107,"15. Verdant","15","Verdant"
2136,107,"16. Spirits of the Wild","16","Spirits of the Wild"
2137,107,"17. Trambahn","17","Trambahn"
2138,107,"18. The Quest for El Dorado","18","The Quest for El Dorado"
2139,107,"19. Calico","19","Calico"
2140,107,"20. Spirit Island","20","Spirit Island"
2141,108,"1. Clash of Decks: Starter Kit","1","Clash of Decks: Starter Kit"
2142,108,"2. Race for the Galaxy","2","Race for the Galaxy"
2143,108,"3. Jaipur","3","Jaipur"
2144,108,"4. Three Sisters","4","Three Sisters"
2145,108,"5. Bärenpark","5","Bärenpark"
2146,108,"6. Targi","6","Targi"
2147,108,"7. The Castles of Burgundy","7","The Castles of Burgundy"
2148,108,"8. Patchwork","8","Patchwork"
2149,108,"9. 7 Wonders Duel","9","7 Wonders Duel"
2150,108,"10. Fidelitas","10","Fidelitas"
2151,108,"11. Camp Pinetop","11","Camp Pinetop"
2152,108,"12. Cahoots","12","Cahoots"
2153,108,"13. Viticulture Essential Edition","13","Viticulture Essential Edition"
2154,108,"14. Everdell","14","Everdell"
2155,108,"15. The Quest for El Dorado","15","The Quest for El Dorado"
2156,108,"16. Hey, That's My Fish!","16","Hey, That's My Fish!"
2157,108,"17. Carcassonne","17","Carcassonne"
2158,108,"18. Obsession","18","Obsession"
2159,108,"19. The Quacks of Quedlinburg","19","The Quacks of Quedlinburg"
2160,108,"20. Lost Cities","20","Lost Cities"
2161,109,"1. The Castles of Burgundy","1","The Castles of Burgundy"
2162,109,"2. Shards of Infinity","2","Shards of Infinity"
2163,109,"3. Azul","3","Azul"
2164,109,"4. Innovation","4","Innovation"
2165,109,"5. The Fox in the Forest","5","The Fox in the Forest"
2166,109,"6. Santorini","6","Santorini"
2167,109,"7. Carcassonne","7","Carcassonne"
2168,109,"8. Kingdomino","8","Kingdomino"
2169,109,"9. The Mind","9","The Mind"
2170,109,"10. Dominion","10","Dominion"
2171,109,"11. Patchwork","11","Patchwork"
2172,109,"12. Radlands","12","Radlands"
2173,109,"13. Everdell","13","Everdell"
2174,109,"14. Spots","14","Spots"
2175,109,"15. Wingspan","15","Wingspan"
2176,109,".",".","."
2177,109,".",".","."
2178,109,".",".","."
2179,109,".",".","."
2180,109,".",".","."
2181,110,"1. 7 Ronin","1","7 Ronin"
2182,110,"2. Dominion","2","Dominion"
2183,110,"3. Jaipur","3","Jaipur"
2184,110,"4. Spirits of the Wild","4","Spirits of the Wild"
2185,110,"5. Battle Line","5","Battle Line"
2186,110,"6. Canopy","6","Canopy"
2187,110,"7. The Castles Of Burgundy","7","The Castles Of Burgundy"
2188,110,"8. Seven Bridges","8","Seven Bridges"
2189,110,"9. Lost Cities","9","Lost Cities"
2190,110,"10. Chronicles of Crime","10","Chronicles of Crime"
2191,110,"11. Race to the Raft","11","Race to the Raft"
2192,110,"12. Everdell","12","Everdell"
2193,110,"13. Grand Austia Hotel","13","Grand Austia Hotel"
2194,110,"14. Samurai","14","Samurai"
2195,110,"15. Kingdomino","15","Kingdomino"
2196,110,"16. Welcome To…","16","Welcome To…"
2197,110,"17. Cascadia","17","Cascadia"
2198,110,"18. Caper","18","Caper"
2199,110,"19. Targi","19","Targi"
2200,110,"20. Carcassonne","20","Carcassonne"
2201,111,"1. Gloomhaven","1","Gloomhaven"
2202,111,"2. Dune: Imperium","2","Dune: Imperium"
2203,111,"3. Merchants & Marauders","3","Merchants & Marauders"
2204,111,"4. Viticulture:Essential Edition","4","Viticulture:Essential Edition"
2205,111,"5. Race for the Galaxy","5","Race for the Galaxy"
2206,111,"6. Fields of Arle","6","Fields of Arle"
2207,111,"7. A Feast For Odin","7","A Feast For Odin"
2208,111,"8. Fantasy Realms","8","Fantasy Realms"
2209,111,"9. Unmatched","9","Unmatched"
2210,111,"10. Sea Salt & Paper","10","Sea Salt & Paper"
2211,111,"11. Sherlock Holmes Consulting Detective","11","Sherlock Holmes Consulting Detective"
2212,111,"12. Dominion","12","Dominion"
2213,111,"13. Battle Line","13","Battle Line"
2214,111,"14. Love Letter","14","Love Letter"
2215,111,"15. Undaunted: Normandy","15","Undaunted: Normandy"
2216,111,"16. Targi","16","Targi"
2217,111,"17. Roll for the Galaxy","17","Roll for the Galaxy"
2218,111,"18. Takenoko","18","Takenoko"
2219,111,"19. Splendor","19","Splendor"
2220,111,"20. Azul","20","Azul"
2221,112,"1. The Quacks of Quedlinburg","1","The Quacks of Quedlinburg"
2222,112,"2. Bottom of the 9th","2","Bottom of the 9th"
2223,112,"3. Aeon's End","3","Aeon's End"
2224,112,"4. Paint the Roses","4","Paint the Roses"
2225,112,"5. PARKS","5","PARKS"
2226,112,"6. Fantasy Realms","6","Fantasy Realms"
2227,112,"7. The Grizzled","7","The Grizzled"
2228,112,"8. Canopy","8","Canopy"
